split,class,source,prepared,variant
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box001__lower_contrast_0.76.jpg,lower_contrast_0.76
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2652__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2652__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2652__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2652__box001__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box003__brighter_1.31.jpg,brighter_1.31
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.22.27__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.22.27__box003__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.22.27__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.22.27__box003__brighter_1.34.jpg,brighter_1.34
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box007__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box007.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.13.52__box007__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2664__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2664__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2664__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2664__box001__lower_contrast_0.79.jpg,lower_contrast_0.79
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.14__box001__lower_contrast_0.80.jpg,lower_contrast_0.80
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2650__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2650__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2650__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2650__box001__lower_contrast_0.66.jpg,lower_contrast_0.66
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.24.04__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.24.04__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/classifier_only__Screenshot_2026-06-01_at_18.24.04__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/classifier_only__Screenshot_2026-06-01_at_18.24.04__box001__brighter_1.31.jpg,brighter_1.31
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2708__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2708__box002__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2708__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2708__box002__brighter_1.31.jpg,brighter_1.31
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box017.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box017__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box017.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box017__rotate_90.jpg,rotate_90
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.14.20__box001__brighter_1.18.jpg,brighter_1.18
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2647__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2647__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2647__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2647__box001__rotate_90.jpg,rotate_90
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2706__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2706__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__DSCF2706__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__DSCF2706__box001__brighter_1.32.jpg,brighter_1.32
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2645__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2645__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2645__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2645__box001__brighter_1.19.jpg,brighter_1.19
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2631__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2631__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__DSCF2631__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__DSCF2631__box001__brighter_1.22.jpg,brighter_1.22
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.21.56__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.21.56__box001__original.jpg,original
train,Coral,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Coral/approved__Screenshot_2026-06-01_at_18.21.56__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Coral/approved__Screenshot_2026-06-01_at_18.21.56__box001__lower_contrast_0.66.jpg,lower_contrast_0.66
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.30__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.30__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.19.30__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.19.30__box002__rotate_90.jpg,rotate_90
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box004__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box004__brighter_1.22.jpg,brighter_1.22
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.15.38__box002__lower_contrast_0.81.jpg,lower_contrast_0.81
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__20241025_161758__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__20241025_161758__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__20241025_161758__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__20241025_161758__box001__brighter_1.22.jpg,brighter_1.22
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.18.13__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.18.13__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.18.13__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.18.13__box002__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2669__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2669__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__DSCF2669__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__DSCF2669__box001__rotate_270.jpg,rotate_270
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box002__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box002.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box002__brighter_1.34.jpg,brighter_1.34
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box004__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.20.07__box004__lower_contrast_0.80.jpg,lower_contrast_0.80
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box009__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box009.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.25.30__box009__brighter_1.19.jpg,brighter_1.19
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box004__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box004.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-06-01_at_18.12.45__box004__brighter_1.16.jpg,brighter_1.16
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box003__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box003.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/approved__Screenshot_2026-05-30_at_17.43.01__box003__rotate_180.jpg,rotate_180
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box001__original.jpg,original
train,Shell,/Users/mariabuliga/Desktop/Thesis/FuckingFossils/BoxingData/CroppedClassifierSorting/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box001.jpg,/Users/mariabuliga/Desktop/Thesis/FuckingRocks/data/crop_classifier_controlled_aug/dataset/train/Shell/classifier_only__Screenshot_2026-06-01_at_18.19.36__box001__brighter_1.30.jpg,brighter_1.30
